QUANTITY,SALES,DATE,PRODUCT,CATEGORY,PRICE,QUALITY,SALES_PERSON,SHOP,CITY,REGION
14,97.86,6/12/2016,Pike Magic,Lake,6.99,TOP,Abraham Jacobs,Lucky Lures,Seattle,West
14,73.50,6/12/2016,Bass Illumination,River,5.25,NORMAL,Henrik Griffin,Anglers United,Los Angeles,West
14,158.06,6/12/2016,Marlin Goldbar,Ocean,11.29,TOP,Daniel Tailor,Willy's Lure Barn,Austin,South
14,65.10,6/12/2016,Fast Glider,River,4.65,NORMAL,Nicolas Butters,Ministry of Lures,New York,North
14,86.10,6/12/2016,Steelhead Iron,River,6.15,TOP,Brian Thompson,Anglers United,Los Angeles,West
15,78.75,6/12/2016,Bass Illumination,River,5.25,NORMAL,Tyler Lance,Fast Lures,New York,North
15,133.35,6/12/2016,Zander Domination,Lake,8.89,TOP,Patrick Simpson,Lucky Lures,Seattle,West
16,74.40,6/12/2016,Fast Glider,River,4.65,NORMAL,Tyler Lance,Fast Lures,New York,North
16,98.40,6/12/2016,Steelhead Iron,River,6.15,TOP,Daniel Tailor,Willy's Lure Barn,Austin,South
16,84.00,6/12/2016,Bass Illumination,River,5.25,NORMAL,Sean Simons,Fast Lures,New York,North
16,142.24,6/12/2016,Zander Domination,Lake,8.89,TOP,Arnold Hendricks,Lucky Lures,Seattle,West
16,142.24,6/12/2016,Zander Domination,Lake,8.89,TOP,Paul Bricks,Fishing King,Miami,South
17,151.13,6/12/2016,Zander Domination,Lake,8.89,TOP,Paul Thompson,Atlantic Lures,Miami,South
17,118.83,6/12/2016,Pike Magic,Lake,6.99,TOP,Paul Thompson,Atlantic Lures,Miami,South
17,178.33,6/12/2016,Redtail Trout,Ocean,10.49,NORMAL,Daniel Tailor,Willy's Lure Barn,Austin,South
1,7.45,6/13/2016,Charles Lake Secret,Lake,7.45,NORMAL,Paul Bricks,Fishing King,Miami,South
1,6.99,6/13/2016,Pike Magic,Lake,6.99,TOP,Paul Bricks,Fishing King,Miami,South
1,7.45,6/13/2016,Charles Lake Secret,Lake,7.45,NORMAL,Arnold Hendricks,Lucky Lures,Seattle,West
1,9.99,6/13/2016,Deep Diver,Ocean,9.99,TOP,Tyler Lance,Fast Lures,New York,North
1,7.45,6/13/2016,Charles Lake Secret,Lake,7.45,NORMAL,Jasmin Muller,Ministry of Lures,New York,North
2,12.30,6/13/2016,Steelhead Iron,River,6.15,TOP,Paul Thompson,Atlantic Lures,Miami,South
2,12.30,6/13/2016,Steelhead Iron,River,6.15,TOP,Arnold Hendricks,Lucky Lures,Seattle,West
2,10.50,6/13/2016,Bass Illumination,River,5.25,NORMAL,Daniel Tailor,Willy's Lure Barn,Austin,South
3,22.35,6/13/2016,Trout Performance,Lake,7.45,NORMAL,Sean Simons,Fast Lures,New York,North
4,18.60,6/13/2016,Fast Glider,River,4.65,NORMAL,Norbert Fitzpatrick,Fishing King,Miami,South
4,35.56,6/13/2016,Zander Domination,Lake,8.89,TOP,Norbert Fitzpatrick,Fishing King,Miami,South
4,21.00,6/13/2016,Bass Illumination,River,5.25,NORMAL,Jasmin Muller,Ministry of Lures,New York,North
4,18.60,6/13/2016,Fast Glider,River,4.65,NORMAL,John Pittsburger,Happy Fisherman,Chicago,North
5,37.25,6/13/2016,Charles Lake Secret,Lake,7.45,NORMAL,Roberta Gonzalez,Ministry of Lures,New York,North
5,44.45,6/13/2016,Zander Domination,Lake,8.89,TOP,Daniel Tailor,Willy's Lure Barn,Austin,South
5,30.75,6/13/2016,Steelhead Iron,River,6.15,TOP,Jasmin Muller,Ministry of Lures,New York,North
5,23.25,6/13/2016,Fast Glider,River,4.65,NORMAL,Paul Thompson,Atlantic Lures,Miami,South
7,62.23,6/13/2016,Zander Domination,Lake,8.89,TOP,Abraham Jacobs,Lucky Lures,Seattle,West
7,48.93,6/13/2016,Pike Magic,Lake,6.99,TOP,Paul Thompson,Atlantic Lures,Miami,South
7,48.93,6/13/2016,Pike Magic,Lake,6.99,TOP,Jasmin Muller,Ministry of Lures,New York,North
7,52.15,6/13/2016,Charles Lake Secret,Lake,7.45,NORMAL,Richard Smith,Lucky Lures,Seattle,West
7,43.05,6/13/2016,Steelhead Iron,River,6.15,TOP,Brian Thompson,Anglers United,Los Angeles,West
8,37.20,6/13/2016,Fast Glider,River,4.65,NORMAL,Nora Pollack,Happy Fisherman,Chicago,North
9,47.25,6/13/2016,Bass Illumination,River,5.25,NORMAL,Nicolas Butters,Ministry of Lures,New York,North
9,50.85,6/13/2016,Minnow Glitter,River,5.65,TOP,Tyler Lance,Fast Lures,New York,North
9,62.91,6/13/2016,Pike Magic,Lake,6.99,TOP,Sean Simons,Fast Lures,New York,North
9,106.11,6/13/2016,Blinky Dorado,Ocean,11.79,TOP,Timothy Hugs,Silk Watersports,San Francisco,West
10,88.90,6/13/2016,Zander Domination,Lake,8.89,TOP,Tyler Lance,Fast Lures,New York,North
10,104.90,6/13/2016,Redtail Trout,Ocean,10.49,NORMAL,Daniel Tailor,Willy's Lure Barn,Austin,South
10,74.50,6/13/2016,Charles Lake Secret,Lake,7.45,NORMAL,Paul Bricks,Fishing King,Miami,South
10,74.50,6/13/2016,Trout Performance,Lake,7.45,NORMAL,Paul Bricks,Fishing King,Miami,South
10,52.50,6/13/2016,Bass Illumination,River,5.25,NORMAL,Sean Simons,Fast Lures,New York,North
10,117.90,6/13/2016,Blinky Dorado,Ocean,11.79,TOP,Daniel Tailor,Willy's Lure Barn,Austin,South
10,104.90,6/13/2016,Redtail Trout,Ocean,10.49,NORMAL,Henrik Griffin,Anglers United,Los Angeles,West
10,99.90,6/13/2016,Deep Diver,Ocean,9.99,TOP,Timothy Hugs,Silk Watersports,San Francisco,West
11,97.79,6/13/2016,Zander Domination,Lake,8.89,TOP,Henry Jacobs,Anglers United,Los Angeles,West
11,57.75,6/13/2016,Bass Illumination,River,5.25,NORMAL,Arnold Hendricks,Lucky Lures,Seattle,West
12,55.80,6/13/2016,Fast Glider,River,4.65,NORMAL,Paul Thompson,Atlantic Lures,Miami,South
12,55.80,6/13/2016,Fast Glider,River,4.65,NORMAL,William Lock,Willy's Lure Barn,Austin,South
12,106.68,6/13/2016,Zander Domination,Lake,8.89,TOP,Patrick Simpson,Lucky Lures,Seattle,West
12,83.88,6/13/2016,Pike Magic,Lake,6.99,TOP,Nicolas Butters,Ministry of Lures,New York,North
12,89.40,6/13/2016,Charles Lake Secret,Lake,7.45,NORMAL,Arnold Hendricks,Lucky Lures,Seattle,West
13,73.45,6/13/2016,Minnow Glitter,River,5.65,TOP,John Pittsburger,Happy Fisherman,Chicago,North
13,153.27,6/13/2016,Blinky Dorado,Ocean,11.79,TOP,Tiffany Smith,Fast Lures,New York,North
14,104.30,6/13/2016,Charles Lake Secret,Lake,7.45,NORMAL,Paul Thompson,Atlantic Lures,Miami,South
14,73.50,6/13/2016,Bass Illumination,River,5.25,NORMAL,Jasmin Muller,Ministry of Lures,New York,North
14,158.06,6/13/2016,Marlin Goldbar,Ocean,11.29,TOP,Timothy Hugs,Silk Watersports,San Francisco,West
15,111.75,6/13/2016,Charles Lake Secret,Lake,7.45,NORMAL,Richard Smith,Lucky Lures,Seattle,West
15,111.75,6/13/2016,Charles Lake Secret,Lake,7.45,NORMAL,Paul Thompson,Atlantic Lures,Miami,South
15,111.75,6/13/2016,Charles Lake Secret,Lake,7.45,NORMAL,Tiffany Smith,Fast Lures,New York,North
15,133.35,6/13/2016,Zander Domination,Lake,8.89,TOP,Norbert Fitzpatrick,Fishing King,Miami,South
15,133.35,6/13/2016,Zander Domination,Lake,8.89,TOP,Arnold Hendricks,Lucky Lures,Seattle,West
15,104.85,6/13/2016,Pike Magic,Lake,6.99,TOP,Nicolas Butters,Ministry of Lures,New York,North
15,78.75,6/13/2016,Bass Illumination,River,5.25,NORMAL,Norbert Fitzpatrick,Fishing King,Miami,South
16,167.84,6/13/2016,Redtail Trout,Ocean,10.49,NORMAL,Tyler Lance,Fast Lures,New York,North
16,119.20,6/13/2016,Charles Lake Secret,Lake,7.45,NORMAL,Nicolas Butters,Ministry of Lures,New York,North
16,119.20,6/13/2016,Charles Lake Secret,Lake,7.45,NORMAL,Roberta Gonzalez,Ministry of Lures,New York,North
17,191.93,6/13/2016,Marlin Goldbar,Ocean,11.29,TOP,Richard Smith,Lucky Lures,Seattle,West
17,151.13,6/13/2016,Zander Domination,Lake,8.89,TOP,Patrick Simpson,Lucky Lures,Seattle,West
17,200.43,6/13/2016,Blinky Dorado,Ocean,11.79,TOP,Nora Pollack,Happy Fisherman,Chicago,North
1,7.45,6/14/2016,Trout Performance,Lake,7.45,NORMAL,Arnold Hendricks,Lucky Lures,Seattle,West
1,10.49,6/14/2016,Redtail Trout,Ocean,10.49,NORMAL,John Pittsburger,Happy Fisherman,Chicago,North
1,6.15,6/14/2016,Steelhead Iron,River,6.15,TOP,Henrik Griffin,Anglers United,Los Angeles,West
1,10.49,6/14/2016,Redtail Trout,Ocean,10.49,NORMAL,Nicolas Butters,Ministry of Lures,New York,North
1,6.99,6/14/2016,Pike Magic,Lake,6.99,TOP,Timothy Hugs,Silk Watersports,San Francisco,West
2,14.90,6/14/2016,Charles Lake Secret,Lake,7.45,NORMAL,Richard Smith,Lucky Lures,Seattle,West
2,10.50,6/14/2016,Bass Illumination,River,5.25,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
2,14.90,6/14/2016,Trout Performance,Lake,7.45,NORMAL,Richard Smith,Lucky Lures,Seattle,West
2,13.98,6/14/2016,Pike Magic,Lake,6.99,TOP,Brian Thompson,Anglers United,Los Angeles,West
3,13.95,6/14/2016,Fast Glider,River,4.65,NORMAL,Nicolas Butters,Ministry of Lures,New York,North
3,15.75,6/14/2016,Bass Illumination,River,5.25,NORMAL,Nicolas Butters,Ministry of Lures,New York,North
3,26.67,6/14/2016,Zander Domination,Lake,8.89,TOP,Richard Rosenberg,Silk Watersports,San Francisco,West
3,18.45,6/14/2016,Steelhead Iron,River,6.15,TOP,Jasmin Muller,Ministry of Lures,New York,North
4,24.60,6/14/2016,Steelhead Iron,River,6.15,TOP,Tiffany Smith,Fast Lures,New York,North
4,21.00,6/14/2016,Bass Illumination,River,5.25,NORMAL,Norbert Fitzpatrick,Fishing King,Miami,South
5,37.25,6/14/2016,Charles Lake Secret,Lake,7.45,NORMAL,Arnold Hendricks,Lucky Lures,Seattle,West
5,28.25,6/14/2016,Minnow Glitter,River,5.65,TOP,Richard Rosenberg,Silk Watersports,San Francisco,West
5,28.25,6/14/2016,Minnow Glitter,River,5.65,TOP,Tiffany Smith,Fast Lures,New York,North
6,44.70,6/14/2016,Charles Lake Secret,Lake,7.45,NORMAL,Paul Bricks,Fishing King,Miami,South
7,39.55,6/14/2016,Minnow Glitter,River,5.65,TOP,Richard Rosenberg,Silk Watersports,San Francisco,West
7,52.15,6/14/2016,Charles Lake Secret,Lake,7.45,NORMAL,Patrick Simpson,Lucky Lures,Seattle,West
7,43.05,6/14/2016,Steelhead Iron,River,6.15,TOP,Patrick Simpson,Lucky Lures,Seattle,West
7,43.05,6/14/2016,Steelhead Iron,River,6.15,TOP,Paul Thompson,Atlantic Lures,Miami,South
8,94.32,6/14/2016,Blinky Dorado,Ocean,11.79,TOP,Paul Bricks,Fishing King,Miami,South
9,47.25,6/14/2016,Bass Illumination,River,5.25,NORMAL,Tiffany Smith,Fast Lures,New York,North
9,101.61,6/14/2016,Marlin Goldbar,Ocean,11.29,TOP,Henrik Griffin,Anglers United,Los Angeles,West
11,115.39,6/14/2016,Redtail Trout,Ocean,10.49,NORMAL,Patrick Simpson,Lucky Lures,Seattle,West
11,81.95,6/14/2016,Trout Performance,Lake,7.45,NORMAL,Richard Smith,Lucky Lures,Seattle,West
12,89.40,6/14/2016,Trout Performance,Lake,7.45,NORMAL,Patrick Simpson,Lucky Lures,Seattle,West
13,68.25,6/14/2016,Bass Illumination,River,5.25,NORMAL,Daniel Tailor,Willy's Lure Barn,Austin,South
13,68.25,6/14/2016,Bass Illumination,River,5.25,NORMAL,Richard Smith,Lucky Lures,Seattle,West
13,115.57,6/14/2016,Zander Domination,Lake,8.89,TOP,Tyler Lance,Fast Lures,New York,North
13,90.87,6/14/2016,Pike Magic,Lake,6.99,TOP,Timothy Hugs,Silk Watersports,San Francisco,West
14,104.30,6/14/2016,Trout Performance,Lake,7.45,NORMAL,Paul Thompson,Atlantic Lures,Miami,South
14,104.30,6/14/2016,Trout Performance,Lake,7.45,NORMAL,Paul Thompson,Atlantic Lures,Miami,South
14,79.10,6/14/2016,Minnow Glitter,River,5.65,TOP,Tyler Lance,Fast Lures,New York,North
14,104.30,6/14/2016,Trout Performance,Lake,7.45,NORMAL,Daniel Tailor,Willy's Lure Barn,Austin,South
14,86.10,6/14/2016,Steelhead Iron,River,6.15,TOP,Norbert Fitzpatrick,Fishing King,Miami,South
14,104.30,6/14/2016,Trout Performance,Lake,7.45,NORMAL,Arnold Hendricks,Lucky Lures,Seattle,West
15,111.75,6/14/2016,Charles Lake Secret,Lake,7.45,NORMAL,Tiffany Smith,Fast Lures,New York,North
16,167.84,6/14/2016,Redtail Trout,Ocean,10.49,NORMAL,Sean Simons,Fast Lures,New York,North
16,142.24,6/14/2016,Zander Domination,Lake,8.89,TOP,Sean Simons,Fast Lures,New York,North
16,111.84,6/14/2016,Pike Magic,Lake,6.99,TOP,Brian Thompson,Anglers United,Los Angeles,West
16,111.84,6/14/2016,Pike Magic,Lake,6.99,TOP,Jasmin Muller,Ministry of Lures,New York,North
17,151.13,6/14/2016,Zander Domination,Lake,8.89,TOP,Richard Rosenberg,Silk Watersports,San Francisco,West
17,126.65,6/14/2016,Trout Performance,Lake,7.45,NORMAL,Roberta Gonzalez,Ministry of Lures,New York,North
17,79.05,6/14/2016,Fast Glider,River,4.65,NORMAL,Brian Thompson,Anglers United,Los Angeles,West
1,6.15,6/15/2016,Steelhead Iron,River,6.15,TOP,Arnold Hendricks,Lucky Lures,Seattle,West
2,11.30,6/15/2016,Minnow Glitter,River,5.65,TOP,Tyler Lance,Fast Lures,New York,North
2,14.90,6/15/2016,Charles Lake Secret,Lake,7.45,NORMAL,Sean Simons,Fast Lures,New York,North
2,12.30,6/15/2016,Steelhead Iron,River,6.15,TOP,Abraham Jacobs,Lucky Lures,Seattle,West
2,17.78,6/15/2016,Zander Domination,Lake,8.89,TOP,Norbert Fitzpatrick,Fishing King,Miami,South
2,14.90,6/15/2016,Charles Lake Secret,Lake,7.45,NORMAL,Jasmin Muller,Ministry of Lures,New York,North
2,17.78,6/15/2016,Zander Domination,Lake,8.89,TOP,Tiffany Smith,Fast Lures,New York,North
2,10.50,6/15/2016,Bass Illumination,River,5.25,NORMAL,Nora Pollack,Happy Fisherman,Chicago,North
2,13.98,6/15/2016,Pike Magic,Lake,6.99,TOP,Brian Thompson,Anglers United,Los Angeles,West
3,16.95,6/15/2016,Minnow Glitter,River,5.65,TOP,Roberta Gonzalez,Ministry of Lures,New York,North
3,22.35,6/15/2016,Charles Lake Secret,Lake,7.45,NORMAL,Richard Smith,Lucky Lures,Seattle,West
3,15.75,6/15/2016,Bass Illumination,River,5.25,NORMAL,William Lock,Willy's Lure Barn,Austin,South
3,26.67,6/15/2016,Zander Domination,Lake,8.89,TOP,Paul Thompson,Atlantic Lures,Miami,South
3,18.45,6/15/2016,Steelhead Iron,River,6.15,TOP,Patrick Simpson,Lucky Lures,Seattle,West
4,27.96,6/15/2016,Pike Magic,Lake,6.99,TOP,Richard Smith,Lucky Lures,Seattle,West
4,22.60,6/15/2016,Minnow Glitter,River,5.65,TOP,Sean Simons,Fast Lures,New York,North
5,37.25,6/15/2016,Trout Performance,Lake,7.45,NORMAL,Henrik Griffin,Anglers United,Los Angeles,West
5,37.25,6/15/2016,Charles Lake Secret,Lake,7.45,NORMAL,Tiffany Smith,Fast Lures,New York,North
6,62.94,6/15/2016,Redtail Trout,Ocean,10.49,NORMAL,Paul Thompson,Atlantic Lures,Miami,South
6,36.90,6/15/2016,Steelhead Iron,River,6.15,TOP,Henrik Griffin,Anglers United,Los Angeles,West
6,53.34,6/15/2016,Zander Domination,Lake,8.89,TOP,Brian Thompson,Anglers United,Los Angeles,West
6,44.70,6/15/2016,Charles Lake Secret,Lake,7.45,NORMAL,Arnold Hendricks,Lucky Lures,Seattle,West
7,62.23,6/15/2016,Zander Domination,Lake,8.89,TOP,Daniel Tailor,Willy's Lure Barn,Austin,South
7,73.43,6/15/2016,Redtail Trout,Ocean,10.49,NORMAL,Nora Pollack,Happy Fisherman,Chicago,North
7,48.93,6/15/2016,Pike Magic,Lake,6.99,TOP,Timothy Hugs,Silk Watersports,San Francisco,West
8,42.00,6/15/2016,Bass Illumination,River,5.25,NORMAL,Patrick Simpson,Lucky Lures,Seattle,West
8,55.92,6/15/2016,Pike Magic,Lake,6.99,TOP,Jasmin Muller,Ministry of Lures,New York,North
8,49.20,6/15/2016,Steelhead Iron,River,6.15,TOP,Jasmin Muller,Ministry of Lures,New York,North
8,37.20,6/15/2016,Fast Glider,River,4.65,NORMAL,Brian Thompson,Anglers United,Los Angeles,West
8,37.20,6/15/2016,Fast Glider,River,4.65,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
9,80.01,6/15/2016,Zander Domination,Lake,8.89,TOP,Daniel Tailor,Willy's Lure Barn,Austin,South
9,47.25,6/15/2016,Bass Illumination,River,5.25,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
9,67.05,6/15/2016,Charles Lake Secret,Lake,7.45,NORMAL,Arnold Hendricks,Lucky Lures,Seattle,West
9,80.01,6/15/2016,Zander Domination,Lake,8.89,TOP,Arnold Hendricks,Lucky Lures,Seattle,West
10,117.90,6/15/2016,Blinky Dorado,Ocean,11.79,TOP,Tiffany Smith,Fast Lures,New York,North
11,57.75,6/15/2016,Bass Illumination,River,5.25,NORMAL,Roberta Gonzalez,Ministry of Lures,New York,North
11,76.89,6/15/2016,Pike Magic,Lake,6.99,TOP,Paul Thompson,Atlantic Lures,Miami,South
11,62.15,6/15/2016,Minnow Glitter,River,5.65,TOP,Paul Thompson,Atlantic Lures,Miami,South
11,57.75,6/15/2016,Bass Illumination,River,5.25,NORMAL,Richard Smith,Lucky Lures,Seattle,West
11,81.95,6/15/2016,Charles Lake Secret,Lake,7.45,NORMAL,Richard Smith,Lucky Lures,Seattle,West
12,67.80,6/15/2016,Minnow Glitter,River,5.65,TOP,William Lock,Willy's Lure Barn,Austin,South
12,63.00,6/15/2016,Bass Illumination,River,5.25,NORMAL,Roberta Gonzalez,Ministry of Lures,New York,North
12,135.48,6/15/2016,Marlin Goldbar,Ocean,11.29,TOP,Roberta Gonzalez,Ministry of Lures,New York,North
13,73.45,6/15/2016,Minnow Glitter,River,5.65,TOP,Abraham Jacobs,Lucky Lures,Seattle,West
13,136.37,6/15/2016,Redtail Trout,Ocean,10.49,NORMAL,Sean Simons,Fast Lures,New York,North
13,90.87,6/15/2016,Pike Magic,Lake,6.99,TOP,Abraham Jacobs,Lucky Lures,Seattle,West
13,146.77,6/15/2016,Marlin Goldbar,Ocean,11.29,TOP,Abraham Jacobs,Lucky Lures,Seattle,West
15,84.75,6/15/2016,Minnow Glitter,River,5.65,TOP,Arnold Hendricks,Lucky Lures,Seattle,West
15,176.85,6/15/2016,Blinky Dorado,Ocean,11.79,TOP,Abraham Jacobs,Lucky Lures,Seattle,West
15,84.75,6/15/2016,Minnow Glitter,River,5.65,TOP,Patrick Simpson,Lucky Lures,Seattle,West
15,92.25,6/15/2016,Steelhead Iron,River,6.15,TOP,Roberta Gonzalez,Ministry of Lures,New York,North
16,111.84,6/15/2016,Pike Magic,Lake,6.99,TOP,Nicolas Butters,Ministry of Lures,New York,North
16,98.40,6/15/2016,Steelhead Iron,River,6.15,TOP,Jasmin Muller,Ministry of Lures,New York,North
16,111.84,6/15/2016,Pike Magic,Lake,6.99,TOP,Sean Simons,Fast Lures,New York,North
16,84.00,6/15/2016,Bass Illumination,River,5.25,NORMAL,Paul Thompson,Atlantic Lures,Miami,South
17,200.43,6/15/2016,Blinky Dorado,Ocean,11.79,TOP,Norbert Fitzpatrick,Fishing King,Miami,South
17,104.55,6/15/2016,Steelhead Iron,River,6.15,TOP,Sean Simons,Fast Lures,New York,North
17,104.55,6/15/2016,Steelhead Iron,River,6.15,TOP,Henrik Griffin,Anglers United,Los Angeles,West
17,126.65,6/15/2016,Trout Performance,Lake,7.45,NORMAL,Nicolas Butters,Ministry of Lures,New York,North
17,104.55,6/15/2016,Steelhead Iron,River,6.15,TOP,Brian Thompson,Anglers United,Los Angeles,West
1,11.29,6/16/2016,Marlin Goldbar,Ocean,11.29,TOP,Jasmin Muller,Ministry of Lures,New York,North
1,10.49,6/16/2016,Redtail Trout,Ocean,10.49,NORMAL,Nora Pollack,Happy Fisherman,Chicago,North
2,10.50,6/16/2016,Bass Illumination,River,5.25,NORMAL,Paul Thompson,Atlantic Lures,Miami,South
2,14.90,6/16/2016,Charles Lake Secret,Lake,7.45,NORMAL,Henrik Griffin,Anglers United,Los Angeles,West
2,11.30,6/16/2016,Minnow Glitter,River,5.65,TOP,William Lock,Willy's Lure Barn,Austin,South
3,22.35,6/16/2016,Charles Lake Secret,Lake,7.45,NORMAL,Nicolas Butters,Ministry of Lures,New York,North
3,35.37,6/16/2016,Blinky Dorado,Ocean,11.79,TOP,Henry Jacobs,Anglers United,Los Angeles,West
3,20.97,6/16/2016,Pike Magic,Lake,6.99,TOP,Patrick Simpson,Lucky Lures,Seattle,West
3,18.45,6/16/2016,Steelhead Iron,River,6.15,TOP,Paul Thompson,Atlantic Lures,Miami,South
3,16.95,6/16/2016,Minnow Glitter,River,5.65,TOP,Henry Jacobs,Anglers United,Los Angeles,West
4,35.56,6/16/2016,Zander Domination,Lake,8.89,TOP,Paul Thompson,Atlantic Lures,Miami,South
4,35.56,6/16/2016,Zander Domination,Lake,8.89,TOP,Nicolas Butters,Ministry of Lures,New York,North
5,30.75,6/16/2016,Steelhead Iron,River,6.15,TOP,Nicolas Butters,Ministry of Lures,New York,North
5,26.25,6/16/2016,Bass Illumination,River,5.25,NORMAL,Richard Smith,Lucky Lures,Seattle,West
5,44.45,6/16/2016,Zander Domination,Lake,8.89,TOP,Patrick Simpson,Lucky Lures,Seattle,West
5,30.75,6/16/2016,Steelhead Iron,River,6.15,TOP,Brian Thompson,Anglers United,Los Angeles,West
5,58.95,6/16/2016,Blinky Dorado,Ocean,11.79,TOP,Timothy Hugs,Silk Watersports,San Francisco,West
5,23.25,6/16/2016,Fast Glider,River,4.65,NORMAL,William Lock,Willy's Lure Barn,Austin,South
6,44.70,6/16/2016,Trout Performance,Lake,7.45,NORMAL,Daniel Tailor,Willy's Lure Barn,Austin,South
6,41.94,6/16/2016,Pike Magic,Lake,6.99,TOP,Timothy Hugs,Silk Watersports,San Francisco,West
6,31.50,6/16/2016,Bass Illumination,River,5.25,NORMAL,Jasmin Muller,Ministry of Lures,New York,North
6,27.90,6/16/2016,Fast Glider,River,4.65,NORMAL,Patrick Simpson,Lucky Lures,Seattle,West
7,73.43,6/16/2016,Redtail Trout,Ocean,10.49,NORMAL,John Pittsburger,Happy Fisherman,Chicago,North
7,36.75,6/16/2016,Bass Illumination,River,5.25,NORMAL,Richard Smith,Lucky Lures,Seattle,West
7,32.55,6/16/2016,Fast Glider,River,4.65,NORMAL,Tyler Lance,Fast Lures,New York,North
7,48.93,6/16/2016,Pike Magic,Lake,6.99,TOP,Patrick Simpson,Lucky Lures,Seattle,West
7,48.93,6/16/2016,Pike Magic,Lake,6.99,TOP,Richard Rosenberg,Silk Watersports,San Francisco,West
8,42.00,6/16/2016,Bass Illumination,River,5.25,NORMAL,Patrick Simpson,Lucky Lures,Seattle,West
8,49.20,6/16/2016,Steelhead Iron,River,6.15,TOP,Abraham Jacobs,Lucky Lures,Seattle,West
8,94.32,6/16/2016,Blinky Dorado,Ocean,11.79,TOP,Henrik Griffin,Anglers United,Los Angeles,West
8,59.60,6/16/2016,Charles Lake Secret,Lake,7.45,NORMAL,Tyler Lance,Fast Lures,New York,North
8,49.20,6/16/2016,Steelhead Iron,River,6.15,TOP,Henrik Griffin,Anglers United,Los Angeles,West
9,67.05,6/16/2016,Trout Performance,Lake,7.45,NORMAL,Nicolas Butters,Ministry of Lures,New York,North
9,47.25,6/16/2016,Bass Illumination,River,5.25,NORMAL,Tyler Lance,Fast Lures,New York,North
9,47.25,6/16/2016,Bass Illumination,River,5.25,NORMAL,Norbert Fitzpatrick,Fishing King,Miami,South
9,50.85,6/16/2016,Minnow Glitter,River,5.65,TOP,Tiffany Smith,Fast Lures,New York,North
9,80.01,6/16/2016,Zander Domination,Lake,8.89,TOP,Brian Thompson,Anglers United,Los Angeles,West
9,89.91,6/16/2016,Deep Diver,Ocean,9.99,TOP,Sean Simons,Fast Lures,New York,North
9,62.91,6/16/2016,Pike Magic,Lake,6.99,TOP,Paul Thompson,Atlantic Lures,Miami,South
9,41.85,6/16/2016,Fast Glider,River,4.65,NORMAL,Daniel Tailor,Willy's Lure Barn,Austin,South
10,46.50,6/16/2016,Fast Glider,River,4.65,NORMAL,Roberta Gonzalez,Ministry of Lures,New York,North
10,52.50,6/16/2016,Bass Illumination,River,5.25,NORMAL,Sean Simons,Fast Lures,New York,North
11,76.89,6/16/2016,Pike Magic,Lake,6.99,TOP,Roberta Gonzalez,Ministry of Lures,New York,North
11,67.65,6/16/2016,Steelhead Iron,River,6.15,TOP,Sean Simons,Fast Lures,New York,North
11,62.15,6/16/2016,Minnow Glitter,River,5.65,TOP,Norbert Fitzpatrick,Fishing King,Miami,South
11,51.15,6/16/2016,Fast Glider,River,4.65,NORMAL,Nora Pollack,Happy Fisherman,Chicago,North
11,62.15,6/16/2016,Minnow Glitter,River,5.65,TOP,Patrick Simpson,Lucky Lures,Seattle,West
11,97.79,6/16/2016,Zander Domination,Lake,8.89,TOP,Henrik Griffin,Anglers United,Los Angeles,West
12,73.80,6/16/2016,Steelhead Iron,River,6.15,TOP,Daniel Tailor,Willy's Lure Barn,Austin,South
12,67.80,6/16/2016,Minnow Glitter,River,5.65,TOP,Arnold Hendricks,Lucky Lures,Seattle,West
13,96.85,6/16/2016,Trout Performance,Lake,7.45,NORMAL,Sean Simons,Fast Lures,New York,North
13,60.45,6/16/2016,Fast Glider,River,4.65,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
13,146.77,6/16/2016,Marlin Goldbar,Ocean,11.29,TOP,Tiffany Smith,Fast Lures,New York,North
13,68.25,6/16/2016,Bass Illumination,River,5.25,NORMAL,Henry Jacobs,Anglers United,Los Angeles,West
13,79.95,6/16/2016,Steelhead Iron,River,6.15,TOP,Jasmin Muller,Ministry of Lures,New York,North
14,86.10,6/16/2016,Steelhead Iron,River,6.15,TOP,Henry Jacobs,Anglers United,Los Angeles,West
14,104.30,6/16/2016,Charles Lake Secret,Lake,7.45,NORMAL,Arnold Hendricks,Lucky Lures,Seattle,West
14,86.10,6/16/2016,Steelhead Iron,River,6.15,TOP,Tiffany Smith,Fast Lures,New York,North
14,104.30,6/16/2016,Charles Lake Secret,Lake,7.45,NORMAL,Jasmin Muller,Ministry of Lures,New York,North
14,146.86,6/16/2016,Redtail Trout,Ocean,10.49,NORMAL,Henry Jacobs,Anglers United,Los Angeles,West
15,69.75,6/16/2016,Fast Glider,River,4.65,NORMAL,Richard Smith,Lucky Lures,Seattle,West
15,78.75,6/16/2016,Bass Illumination,River,5.25,NORMAL,Jasmin Muller,Ministry of Lures,New York,North
16,119.20,6/16/2016,Charles Lake Secret,Lake,7.45,NORMAL,Richard Smith,Lucky Lures,Seattle,West
16,84.00,6/16/2016,Bass Illumination,River,5.25,NORMAL,Brian Thompson,Anglers United,Los Angeles,West
